WL	WN	Time	Start	
573.400000	34879.665155	2068481924.000000	0.033518	
573.405000	34879.361010	2068485832.000000	0.033454	
573.410000	34879.056870	2068489544.000000	0.047593	
573.415000	34878.752736	2068493750.000000	0.039709	
573.420000	34878.448607	2068497973.000000	0.040741	
573.425000	34878.144483	2068502253.000000	0.041805	
573.430000	34877.840364	2068506063.000000	0.045588	
573.435000	34877.536251	2068509918.000000	0.045021	
573.440000	34877.232143	2068513642.000000	0.043917	
573.445000	34876.928040	2068517446.000000	0.036552	
573.450000	34876.623943	2068520992.000000	0.033631	
573.455000	34876.319851	2068524723.000000	0.034935	
573.460000	34876.015764	2068528459.000000	0.034639	
573.465000	34875.711682	2068532116.000000	0.041129	
573.470000	34875.407606	2068535598.000000	0.043214	
573.475000	34875.103535	2068539657.000000	0.046160	
573.480000	34874.799470	2068543266.000000	0.050830	
573.485000	34874.495410	2068547043.000000	0.062702	
573.490000	34874.191355	2068551062.000000	0.069849	
573.495000	34873.887305	2068554963.000000	0.074906	
573.500000	34873.583261	2068558783.000000	0.067643	
573.505000	34873.279222	2068562720.000000	0.069528	
573.510000	34872.975188	2068566675.000000	0.070097	
573.515000	34872.671159	2068570913.000000	0.064386	
573.520000	34872.367136	2068574486.000000	0.066386	
573.525000	34872.063118	2068578401.000000	0.052430	
573.530000	34871.759106	2068582343.000000	0.046696	
573.535000	34871.455099	2068585856.000000	0.045736	
573.540000	34871.151097	2068589735.000000	0.035931	
573.545000	34870.847100	2068593827.000000	0.038038	
573.550000	34870.543109	2068597459.000000	0.033159	
573.555000	34870.239123	2068601178.000000	0.032484	
573.560000	34869.935142	2068605016.000000	0.031667	
573.565000	34869.631166	2068608839.000000	0.028516	
573.570000	34869.327196	2068612788.000000	0.031954	
573.575000	34869.023231	2068616363.000000	0.030715	
573.580000	34868.719272	2068620153.000000	0.032583	
573.585000	34868.415318	2068623910.000000	0.027359	
573.590000	34868.111369	2068627586.000000	0.029254	
573.595000	34867.807425	2068631150.000000	0.026030	
573.600000	34867.503487	2068634937.000000	0.028500	
573.605000	34867.199554	2068639010.000000	0.024673	
573.610000	34866.895626	2068642880.000000	0.025101	
573.615000	34866.591703	2068646655.000000	0.027666	
573.620000	34866.287786	2068650020.000000	0.025873	
573.625000	34865.983874	2068653934.000000	0.025682	
573.630000	34865.679968	2068657533.000000	0.026673	
573.635000	34865.376067	2068661120.000000	0.025113	
573.640000	34865.072171	2068664819.000000	0.028359	
573.645000	34864.768280	2068668517.000000	0.023183	
573.650000	34864.464395	2068672648.000000	0.025384	
573.655000	34864.160515	2068676350.000000	0.029154	
573.660000	34863.856640	2068680260.000000	0.032932	
573.665000	34863.552770	2068684066.000000	0.037370	
573.670000	34863.248906	2068687752.000000	0.042106	
573.675000	34862.945047	2068691271.000000	0.052871	
573.680000	34862.641194	2068695050.000000	0.050787	
573.685000	34862.337345	2068698809.000000	0.053435	
573.690000	34862.033502	2068703024.000000	0.052077	
573.695000	34861.729665	2068707172.000000	0.043826	
573.700000	34861.425832	2068711269.000000	0.044013	
573.705000	34861.122005	2068715052.000000	0.042477	
573.710000	34860.818183	2068718927.000000	0.042741	
573.715000	34860.514367	2068722991.000000	0.030128	
573.720000	34860.210556	2068726732.000000	0.030465	
573.725000	34859.906750	2068730343.000000	0.028141	
573.730000	34859.602949	2068733899.000000	0.029244	
573.735000	34859.299154	2068738002.000000	0.026754	
573.740000	34858.995364	2068742061.000000	0.025920	
573.745000	34858.691579	2068745814.000000	0.026627	
573.750000	34858.387800	2068750051.000000	0.025754	
573.755000	34858.084025	2068753892.000000	0.028752	
573.760000	34857.780257	2068757875.000000	0.026636	
573.765000	34857.476493	2068761412.000000	0.027277	
573.770000	34857.172735	2068765418.000000	0.028223	
573.775000	34856.868982	2068769104.000000	0.028364	
573.780000	34856.565234	2068772702.000000	0.022375	
573.785000	34856.261492	2068776524.000000	0.025214	
573.790000	34855.957755	2068780362.000000	0.025319	
573.795000	34855.654023	2068784239.000000	0.027297	
573.800000	34855.350296	2068788241.000000	0.022691	
573.805000	34855.046575	2068791966.000000	0.025962	
573.810000	34854.742859	2068795871.000000	0.023847	
573.815000	34854.439149	2068799809.000000	0.024464	
573.820000	34854.135443	2068803434.000000	0.025574	
573.825000	34853.831743	2068807577.000000	0.025212	
573.830000	34853.528048	2068811215.000000	0.027765	
573.835000	34853.224359	2068815187.000000	0.025472	
573.840000	34852.920675	2068818765.000000	0.022198	
573.845000	34852.616996	2068822864.000000	0.025285	
573.850000	34852.313322	2068826624.000000	0.021327	
573.855000	34852.009654	2068830777.000000	0.023608	
573.860000	34851.705991	2068834588.000000	0.024436	
573.865000	34851.402333	2068838218.000000	0.024713	
573.870000	34851.098681	2068841939.000000	0.024752	
573.875000	34850.795034	2068845622.000000	0.025910	
573.880000	34850.491392	2068849430.000000	0.024759	
573.885000	34850.187755	2068853323.000000	0.022078	
573.890000	34849.884124	2068856672.000000	0.023626	
573.895000	34849.580498	2068860942.000000	0.024497	
573.900000	34849.276878	2068865078.000000	0.022220	
573.905000	34848.973262	2068869190.000000	0.024044	
573.910000	34848.669652	2068872853.000000	0.024805	
573.915000	34848.366047	2068876994.000000	0.025159	
573.920000	34848.062448	2068880829.000000	0.022716	
573.925000	34847.758854	2068884928.000000	0.022750	
573.930000	34847.455265	2068888449.000000	0.023694	
573.935000	34847.151681	2068892218.000000	0.023824	
573.940000	34846.848103	2068896236.000000	0.021235	
573.945000	34846.544530	2068899759.000000	0.021557	
573.950000	34846.240962	2068903230.000000	0.022816	
573.955000	34845.937399	2068906639.000000	0.023480	
573.960000	34845.633842	2068910685.000000	0.024285	
573.965000	34845.330290	2068914714.000000	0.023248	
573.970000	34845.026744	2068918443.000000	0.022291	
573.975000	34844.723202	2068922580.000000	0.023222	
573.980000	34844.419666	2068926333.000000	0.024685	
573.985000	34844.116135	2068930299.000000	0.024686	
573.990000	34843.812610	2068934386.000000	0.024765	
573.995000	34843.509090	2068938208.000000	0.023600	
574.000000	34843.205575	2068942192.000000	0.024361	
574.005000	34842.902065	2068945758.000000	0.024939	
574.010000	34842.598561	2068949551.000000	0.024453	
574.015000	34842.295062	2068953811.000000	0.022645	
574.020000	34841.991568	2068957379.000000	0.026057	
574.025000	34841.688080	2068961583.000000	0.022429	
574.030000	34841.384597	2068965516.000000	0.024129	
574.035000	34841.081119	2068969265.000000	0.024914	
574.040000	34840.777646	2068973308.000000	0.022530	
574.045000	34840.474179	2068976933.000000	0.025365	
574.050000	34840.170717	2068980847.000000	0.022195	
574.055000	34839.867260	2068984786.000000	0.022476	
574.060000	34839.563809	2068988567.000000	0.024519	
574.065000	34839.260363	2068992189.000000	0.020778	
574.070000	34838.956922	2068995401.000000	0.022424	
574.075000	34838.653486	2068999461.000000	0.023571	
574.080000	34838.350056	2069002876.000000	0.025244	
574.085000	34838.046631	2069006656.000000	0.022537	
574.090000	34837.743211	2069010106.000000	0.021864	
574.095000	34837.439797	2069013901.000000	0.023722	
574.100000	34837.136387	2069017937.000000	0.024305	
574.105000	34836.832984	2069021534.000000	0.024007	
574.110000	34836.529585	2069025228.000000	0.023000	
574.115000	34836.226192	2069029090.000000	0.025394	
574.120000	34835.922804	2069032453.000000	0.023139	
574.125000	34835.619421	2069036122.000000	0.022579	
574.130000	34835.316043	2069039492.000000	0.022547	
574.135000	34835.012671	2069042835.000000	0.020402	
574.140000	34834.709304	2069047025.000000	0.024486	
574.145000	34834.405943	2069050998.000000	0.025441	
574.150000	34834.102586	2069054983.000000	0.021355	
574.155000	34833.799235	2069058668.000000	0.023773	
574.160000	34833.495890	2069062887.000000	0.021981	
574.165000	34833.192549	2069066460.000000	0.021739	
574.170000	34832.889214	2069070419.000000	0.023313	
574.175000	34832.585884	2069074560.000000	0.021217	
574.180000	34832.282559	2069078505.000000	0.021675	
574.185000	34831.979240	2069082301.000000	0.022178	
574.190000	34831.675926	2069085569.000000	0.025977	
574.195000	34831.372617	2069089314.000000	0.021590	
574.200000	34831.069314	2069093126.000000	0.022778	
574.205000	34830.766016	2069097255.000000	0.020861	
574.210000	34830.462723	2069100825.000000	0.021489	
574.215000	34830.159435	2069104201.000000	0.022303	
574.220000	34829.856153	2069108138.000000	0.023787	
574.225000	34829.552876	2069111887.000000	0.023730	
574.230000	34829.249604	2069115947.000000	0.023167	
574.235000	34828.946337	2069119858.000000	0.023301	
574.240000	34828.643076	2069123399.000000	0.024252	
574.245000	34828.339820	2069127161.000000	0.024367	
574.250000	34828.036569	2069130748.000000	0.023329	
574.255000	34827.733324	2069134899.000000	0.025249	
574.260000	34827.430084	2069138744.000000	0.026800	
574.265000	34827.126849	2069143061.000000	0.027256	
574.270000	34826.823620	2069146214.000000	0.033017	
574.275000	34826.520395	2069149780.000000	0.033673	
574.280000	34826.217176	2069153227.000000	0.032735	
574.285000	34825.913963	2069157293.000000	0.034802	
574.290000	34825.610754	2069161137.000000	0.034775	
574.295000	34825.307551	2069165108.000000	0.033923	
574.300000	34825.004353	2069168789.000000	0.035095	
574.305000	34824.701161	2069172660.000000	0.037738	
574.310000	34824.397973	2069176930.000000	0.035351	
574.315000	34824.094791	2069180715.000000	0.035077	
574.320000	34823.791614	2069184648.000000	0.028151	
574.325000	34823.488443	2069188316.000000	0.034744	
574.330000	34823.185277	2069192336.000000	0.026724	
574.335000	34822.882116	2069196706.000000	0.029156	
574.340000	34822.578960	2069200848.000000	0.026399	
574.345000	34822.275810	2069204800.000000	0.024803	
574.350000	34821.972665	2069208784.000000	0.027809	
574.355000	34821.669525	2069212382.000000	0.023598	
574.360000	34821.366390	2069216323.000000	0.027400	
574.365000	34821.063261	2069219830.000000	0.023212	
574.370000	34820.760137	2069223949.000000	0.025800	
574.375000	34820.457018	2069227955.000000	0.024874	
574.380000	34820.153905	2069231657.000000	0.025070	
574.385000	34819.850797	2069235525.000000	0.023611	
574.390000	34819.547694	2069238942.000000	0.024193	
574.395000	34819.244596	2069242802.000000	0.025815	
574.400000	34818.941504	2069246386.000000	0.024881	
574.405000	34818.638417	2069250375.000000	0.028415	
574.410000	34818.335335	2069254215.000000	0.024689	
574.415000	34818.032259	2069258225.000000	0.025576	
574.420000	34817.729188	2069261875.000000	0.024545	
574.425000	34817.426122	2069265660.000000	0.025836	
574.430000	34817.123061	2069269363.000000	0.026058	
574.435000	34816.820006	2069272961.000000	0.023888	
574.440000	34816.516956	2069276639.000000	0.023849	
574.445000	34816.213911	2069280342.000000	0.027357	
574.450000	34815.910871	2069283712.000000	0.023689	
574.455000	34815.607837	2069287814.000000	0.023585	
574.460000	34815.304808	2069291746.000000	0.023347	
574.465000	34815.001784	2069295403.000000	0.025098	
574.470000	34814.698766	2069299018.000000	0.024907	
574.475000	34814.395753	2069302719.000000	0.022662	
574.480000	34814.092745	2069306649.000000	0.023407	
574.485000	34813.789742	2069310553.000000	0.022342	
574.490000	34813.486745	2069314548.000000	0.021008	
574.495000	34813.183753	2069318185.000000	0.023084	
574.500000	34812.880766	2069321822.000000	0.024821	
